Metadata
Stock Ticker,GOOG
Request Timestamp,2025-04-05 00:32:01
Prediction Model Used,linear
Start Time,2025-01-01
End Time,2025-03-26
Period,1mo
Interval,1d

Date,Open,High,Low,Close,Volume
2025-02-21 00:00:00-05:00,187.07686090508184,187.25666399411273,180.92388244913036,181.3733673095703,19520800
2025-02-24 00:00:00-05:00,183.59084088624112,184.87936617572134,180.67416563965807,180.9838104248047,18734000
2025-02-25 00:00:00-05:00,179.94998624296272,180.55429349830055,176.56884378749382,177.16815185546875,20832500
2025-02-26 00:00:00-05:00,176.74364576328153,177.87734865828276,173.3924527442382,174.50119018554688,23637200
2025-02-27 00:00:00-05:00,175.73978676984865,176.38904098824568,169.55882503535227,170.0163116455078,25930500
2025-02-28 00:00:00-05:00,170.1062040953664,172.30369747869378,168.19837398997922,172.02401733398438,30049800
2025-03-03 00:00:00-05:00,173.5323013294071,174.80086041257175,167.4492350449917,168.46807861328125,24122000
2025-03-04 00:00:00-05:00,167.74889040520628,174.9656593689528,167.34933645157065,172.41357421875,30711400
2025-03-05 00:00:00-05:00,172.12391841048589,175.55000797862252,170.73548550793336,174.79087829589844,18848000
2025-03-06 00:00:00-05:00,172.35364986457097,176.52888591983762,172.31169022063378,174.0117645263672,19082400
2025-03-07 00:00:00-05:00,173.0448614517929,176.69868829805844,172.05398592128185,175.5500030517578,16395300
2025-03-10 00:00:00-04:00,170.16000366210938,170.4499969482422,165.56500244140625,167.80999755859375,28990700
2025-03-11 00:00:00-04:00,166.67999267578125,168.65499877929688,163.24000549316406,165.97999572753906,23705900
2025-03-12 00:00:00-04:00,168.47000122070312,169.52999877929688,165.47999572753906,169.0,19880100
2025-03-13 00:00:00-04:00,167.97999572753906,168.1199951171875,164.07000732421875,164.72999572753906,15206200
2025-03-14 00:00:00-04:00,165.31500244140625,168.25,164.50999450683594,167.6199951171875,18611100
2025-03-17 00:00:00-04:00,167.3249969482422,168.4600067138672,165.80999755859375,166.57000732421875,17839100
2025-03-18 00:00:00-04:00,165.9600067138672,166.44000244140625,158.8000030517578,162.6699981689453,24616800
2025-03-19 00:00:00-04:00,163.9149932861328,168.13299560546875,163.0500030517578,166.27999877929688,24955700
2025-03-20 00:00:00-04:00,163.8249969482422,167.02999877929688,163.13999938964844,165.0500030517578,19981500
2025-03-21 00:00:00-04:00,163.3800048828125,166.47000122070312,163.02999877929688,166.25,29882100
2025-03-24 00:00:00-04:00,169.26499938964844,170.5,167.44000244140625,169.92999267578125,18742800
2025-03-25 00:00:00-04:00,171.17999267578125,172.91000366210938,170.5500030517578,172.7899932861328,13841600
2025-03-26 00:00:00-04:00,171.3000030517578,171.94000244140625,166.86099243164062,167.13999938964844,22498000

Prediction Results
Predicted Closing Price,164.1481997458857
MAE,4.789100933815135,MSE,37.3386392320289
